"","X","PID","index","time_elapsed","block","reward_type","stimulus_left","stimulus_right","rating_left","rating_right","painting_left","painting_right","left_chosen","chosen_obj","unchosen_obj","explain_trial","explain_response","explain_rt"
"411",411,"vRFa3",6,495023,1,1,45,22,56,42,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",1,45,22,1,"It has a more interesting angle and facial expression",18.867
"412",412,"vRFa3",9,526625,1,-1,8,34,42,46,"bruce-dixon-3M9WJQVHzog-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg",0,34,8,1,"The eye contact is more compelling",12.206
"426",426,"WJ2Nv",0,346122,1,1,1,12,57,45,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",1,1,12,1,"This photograph more closely resembles a classical painting so I feel as though the perceived value would be higher",17.368
"427",427,"WJ2Nv",12,521111,2,1,24,22,61,65,"joel-mott-LaK153ghdig-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",0,22,24,1,"This photograph has a better contrast between the background and the subject so I think it would be more visually interesting and sell for more",26.952
"428",428,"WJ2Nv",16,559468,2,1,33,19,43,43,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg",0,19,33,1,"The other photo looks like a headshot for modeling or acting gigs The photo that I chose could be more versatile so I think would be likely to sell for more money at the auction",26.688
"429",429,"WJ2Nv",18,591120,2,-1,25,2,61,42,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","arjunsyah-TBUA5KHJn6k-unsplash.jpg",0,2,25,1,"The subject in this photograph is more unique looking and visually interesting",14.315
"430",430,"WJ2Nv",2,369476,1,-1,21,8,41,57,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",0,8,21,1,"The photograph on the right looks more clear and higher quality and I can see it being more versatile and therefore sell for more",33.239
"431",431,"WJ2Nv",21,613435,2,-1,35,4,68,41,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",1,35,4,1,"This photo has better contrast between the foreground and the background and the person is more attractive than the person in the other photograph",27.764
"432",432,"WJ2Nv",22,645911,2,-1,26,41,59,41,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",1,26,41,1,"Overall this picture is more interesting The other photograph is very drab and plain and would not sell for as much",19.852
"433",433,"WJ2Nv",23,669882,2,1,45,28,42,50,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","justin-chen-J7Cf1Gch49E-unsplash.jpg",1,45,28,1,"These photographs are pretty similar so I chose the photograph with the person that I found to be more attractive",20.219
"434",434,"WJ2Nv",3,406249,1,-1,37,36,61,60,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","ospan-ali-mGdA2fzjWLo-unsplash.jpg",0,36,37,1,"The clothes in this photograph make it resemble a painting or old artwork so I believe it will sell for more",23.006
"435",435,"WJ2Nv",4,433389,1,1,47,9,43,53,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",1,47,9,1,"The other photograph just looks like a profile picture and would not be very useful for any other applications The photo on the left could be used for advertisements or magazines and so would be worth more",31.102
"436",436,"WJ2Nv",6,470313,1,-1,3,0,46,47,"art-hauntington-jzY0KRJopEI-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",0,0,3,1,"This photo is more visually interesting than the other",12.666
"437",437,"WJ2Nv",8,488788,1,1,14,16,43,62,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",1,14,16,1,"This photograph features a more unique looking person so it would have a higher perceived value",15.785
"438",438,"wP5Q8",0,506315,1,-1,18,30,50,59,"good-faces-xmSWVeGEnJw-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",0,30,18,1,"The leaves in the background makes the image seem more lively than a plain background",59.767
"439",439,"wP5Q8",10,940108,1,-1,43,13,70,56,"raamin-ka-0qJBEzudn5E-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",1,43,13,1,"The subject is more interesting",56.389
"440",440,"wP5Q8",12,1021115,2,-1,42,15,65,71,"prince-akachi-l3IHXOdMyHQ-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",1,42,15,1,"I like the vintage look",39.927
"441",441,"wP5Q8",14,1068493,2,1,17,6,73,50,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",1,17,6,1,"The subject makes me wonder what they are thinking",58.707
"442",442,"wP5Q8",15,1130938,2,1,26,8,63,43,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",1,26,8,1,"Its slightly more interesting than the alternative photo",49.7
"443",443,"wP5Q8",16,1185341,2,-1,36,19,73,55,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg",1,36,19,1,"The foreign style of dress is captivating and gives a mysterious vibe",68.004
"444",444,"wP5Q8",18,1259896,2,1,28,41,53,67,"justin-chen-J7Cf1Gch49E-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",0,41,28,1,"The alternative image doesnt make me feel anything",41.763
"445",445,"wP5Q8",23,1323318,2,1,9,33,66,70,"carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",0,33,9,1,"The way the subject looks at the viewer evokes stronger emotions ",120.795
"446",446,"wP5Q8",5,589009,1,1,31,23,53,72,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",1,31,23,1,"This picture evokes a stronger emotion when you look in the subjects eyes",56.356
"447",447,"wP5Q8",6,649661,1,1,40,5,46,60,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","batel-studio-ttSRjiYG_WM-unsplash.jpg",1,40,5,1,"The other image looks generic",27.567
"448",448,"wP5Q8",7,680643,1,-1,37,45,57,47,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",1,37,45,1,"The aesthetic of the image gives it a vintage look",91.226
"449",449,"wP5Q8",9,781922,1,-1,49,27,60,52,"vicky-hladynets-_gDoyVv5F4c-unsplash.jpg","jurica-koletic-7YVZYZeITc8-unsplash.jpg",1,49,27,1,"The alternative image doesnt bring out any emotions",154.413
"450",450,"WUJ86",1,265635,1,1,18,11,54,57,"good-faces-xmSWVeGEnJw-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",1,18,11,1,"it is a better natural picture and pose",24.139
"451",451,"WUJ86",11,447411,1,-1,4,32,64,62,"barna-bartis-2x3vfVxwR7o-unsplash.jpg","nathan-dumlao-ger61_TX6oI-unsplash.jpg",0,32,4,1,"he looks refreshed and happy just a peace",28.335
"452",452,"WUJ86",13,490483,2,1,33,10,50,51,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","charles-etoroma-95UF6LXe-Lo-unsplash.jpg",0,10,33,1,"i like that the white wall makes everything pop out the man looks as if he is enjoying life",32.86
"453",453,"WUJ86",14,528316,2,1,23,49,82,57,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",1,23,49,1,"she seems on a mission to accomplish something the background is great too",42.636
"454",454,"WUJ86",15,574940,2,-1,0,35,50,47,"abstral-official-cyOKLSgkgCE-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",0,35,0,1,"good headshot colors not clashing with the background",36.509
"455",455,"WUJ86",19,630882,2,1,20,19,53,71,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg",0,19,20,1,"do not like the background but I like that he still seems natural in the environment",54.199
"456",456,"WUJ86",20,688887,2,-1,14,48,54,46,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",0,48,14,1,"she has so many things to say and feelings i wonder what she is thinking",29.432
"457",457,"WUJ86",22,727315,2,1,38,28,66,67,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","justin-chen-J7Cf1Gch49E-unsplash.jpg",0,28,38,1,"like the lighting and sharpness of the picture",27.994
"458",458,"WUJ86",4,305043,1,-1,2,22,55,59,"arjunsyah-TBUA5KHJn6k-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",0,22,2,1,"i think this was presented better",24.917
"459",459,"WUJ86",5,337339,1,-1,44,36,65,47,"rikonavt-HQjfrvdTfak-unsplash.jpg","ospan-ali-mGdA2fzjWLo-unsplash.jpg",0,36,44,1,"plain yet simple and says 1000 words",24.805
"460",460,"WUJ86",7,371915,1,-1,29,30,50,65,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",0,30,29,1,"i like the background better",14.023
"461",461,"WUJ86",9,398907,1,1,9,31,74,49,"carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","mathilda-khoo-vLR0YP_otCo-unsplash.jpg",0,31,9,1,"the has a story to tell her eyes says it all and the background really brings them out",38.635
"462",462,"Xcmcr",10,896103,1,-1,31,40,89,27,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",1,31,40,1,"very clear",11.676
"463",463,"Xcmcr",11,910621,1,1,46,28,79,88,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","justin-chen-J7Cf1Gch49E-unsplash.jpg",1,46,28,1,"good to see",10.445
"464",464,"Xcmcr",12,928365,2,-1,6,35,85,87,"ben-o-bro-C5XyLljkMrY-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",0,35,6,1,"beautifull",11.576
"465",465,"Xcmcr",13,945596,2,1,19,11,87,73,"ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",0,11,19,1,"nice ",5.575
"466",466,"Xcmcr",15,961272,2,-1,22,15,24,24,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",1,22,15,1,"good",7.416
"467",467,"Xcmcr",17,976462,2,-1,27,10,68,26,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","charles-etoroma-95UF6LXe-Lo-unsplash.jpg",1,27,10,1,"nice",5.849
"468",468,"Xcmcr",19,988685,2,1,1,4,69,78,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",1,1,4,1,"nice",8.362
"469",469,"Xcmcr",21,1005111,2,1,44,8,84,86,"rikonavt-HQjfrvdTfak-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",0,8,44,1,"good",7.008
"470",470,"Xcmcr",3,813129,1,-1,7,41,87,84,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",1,7,41,1,"very clear",16.012
"471",471,"Xcmcr",4,834524,1,1,34,49,88,86,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",0,49,34,1,"nice",8.049
"472",472,"Xcmcr",5,847222,1,-1,38,3,70,76,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",0,3,38,1,"nice photo",10.685
"473",473,"Xcmcr",8,870867,1,1,30,24,88,75,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",0,24,30,1,"nice backround",11.077
"486",486,"y72qN",0,443667,1,-1,6,43,46,59,"ben-o-bro-C5XyLljkMrY-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",1,6,43,1,"The lighting and highlight of his features it is also cheerful",41.873
"487",487,"y72qN",14,839348,2,-1,1,46,65,76,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",0,46,1,1,"The photo creates a connection between the model and the person viewing it",32.469
"488",488,"y72qN",16,882073,2,1,29,3,78,42,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",1,29,3,1,"It looks natural",11.607
"489",489,"y72qN",17,901561,2,-1,38,25,49,67,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",1,38,25,1,"It looks natural Though the lighting looks dim there is no intense effort put into making this photo perfect",43.035
"490",490,"y72qN",18,950394,2,-1,33,30,39,78,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",1,33,30,1,"Can be used for ecommerce purposes",18.558
"491",491,"y72qN",21,979999,2,-1,26,12,72,63,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",1,26,12,1,"It is mysterious A moment in time we just stop to appreciate nature ",28.98
"492",492,"y72qN",22,1012631,2,1,23,48,69,55,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",0,48,23,1,"The connection with the model and her eyes The eyes are the window to the soul ",27.014
"493",493,"y72qN",3,515570,1,1,0,4,33,35,"abstral-official-cyOKLSgkgCE-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",0,4,0,1,"I could see this photograph used for a variety of purposes I see it used in presentations or for business trainings",99.459
"494",494,"y72qN",4,623266,1,1,47,35,67,32,"tyler-nix-ZGa9d1a_4tA-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",1,47,35,1,"It has charisma",16.852
"495",495,"y72qN",5,647813,1,-1,37,11,73,34,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",0,11,37,1,"I could see it used for ecommerce purposes",22.104
"496",496,"y72qN",7,683221,1,1,45,41,39,64,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",1,45,41,1,"The portrait view allows you to focus on the model It commands the attention as it is mystique",60.933
"497",497,"y72qN",9,756822,1,1,13,5,32,32,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","batel-studio-ttSRjiYG_WM-unsplash.jpg",1,13,5,1,"The model stands out from the background There is a level of intimacy with it",47.944
"498",498,"YJmUD",0,1256462,1,-1,36,31,41,73,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","mathilda-khoo-vLR0YP_otCo-unsplash.jpg",0,31,36,1,"It looks more dramatic like it has more of a story behind it",55.909
"499",499,"YJmUD",1,1318877,1,-1,20,37,61,39,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",0,37,20,1,"It just looks better to me",18.505
"500",500,"YJmUD",11,1451330,1,1,39,10,61,43,"philip-martin-5aGUyCW_PJw-unsplash.jpg","charles-etoroma-95UF6LXe-Lo-unsplash.jpg",1,39,10,1,"I love the background of this one and his outfit in it is perfect",33.269
"501",501,"YJmUD",14,1495815,2,-1,1,33,55,42,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",0,33,1,1,"I just think it looks bettern",10.392
"502",502,"YJmUD",15,1510734,2,-1,3,6,63,73,"art-hauntington-jzY0KRJopEI-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",0,6,3,1,"It makes me feel like I want to know his story",21.609
"503",503,"YJmUD",19,1547539,2,1,35,22,41,59,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",1,35,22,1,"His eyes look dramatic in this photo and I like the wall color",33.48
"504",504,"YJmUD",20,1589943,2,-1,49,45,45,32,"vicky-hladynets-_gDoyVv5F4c-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",1,49,45,1,"I like that it is bright",7.11
"505",505,"YJmUD",21,1600922,2,-1,44,4,66,63,"rikonavt-HQjfrvdTfak-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",1,44,4,1,"I think she looks very beautiful and radiant right here",14.519
"506",506,"YJmUD",23,1621625,2,1,24,29,36,58,"joel-mott-LaK153ghdig-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",1,24,29,1,"I like the palm trees in the background",9.792
"507",507,"YJmUD",7,1371513,1,1,48,30,35,56,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",0,30,48,1,"I like the greenery better with this photograph",17.3
"508",508,"YJmUD",8,1394862,1,1,0,25,36,54,"abstral-official-cyOKLSgkgCE-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",1,0,25,1,"I like that it looks like it has an outdoor background",26.581
"509",509,"YJmUD",9,1428056,1,1,46,12,50,36,"stefan-stefancik-QXevDflbl8A-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",1,46,12,1,"I think it has good color tones",12.941
